"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF1","WSF1"
"USC00209014","WILLIS 5 SSW, MI US","1971-02","0.0","9","2","-23.3","127","76.0","31.2","13.3","2768.7","75.5","147","-2.8","1.2","-6.9",,
"USC00209014","WILLIS 5 SSW, MI US","1971-03","0.0","8","4","-12.8","76","76.0","13.0","20.0","3338.6","41.6","232","-0.1","4.8","-4.9",,
"USC00209014","WILLIS 5 SSW, MI US","1971-04","0.0","0","1","-8.3","0","25.0","9.4","27.8","3688.0","25.6","25","6.7","14.4","-1.0",,
"USC00209014","WILLIS 5 SSW, MI US","1971-05","5.6","0","0","-2.8","0","0.0","11.9","30.6","3866.3","41.4","0","12.8","20.9","4.6",,
"USC00209014","WILLIS 5 SSW, MI US","1971-06","106.2","0","0","2.8","0","0.0","45.2","37.2","3887.2","82.1","0","21.0","28.5","13.5",,
"USC00209014","WILLIS 5 SSW, MI US","1971-07","175.4","0","0","5.0","0","0.0","10.7","31.7","18.9","39.2","0","20.0","27.6","12.3",,
"USC00209014","WILLIS 5 SSW, MI US","1971-08","234.5","0","0","2.2","0","0.0","17.3","34.4","30.6","24.5","0","19.9","28.7","11.0",,
"USC00209014","WILLIS 5 SSW, MI US","1971-09","291.8","0","0","-0.6","0","0.0","28.4","34.4","87.4","84.2","0","18.4","25.1","11.6",,
"USC00209014","WILLIS 5 SSW, MI US","1971-10","300.8","0","0","-1.7","0","0.0","16.8","30.6","228.4","33.6","0","14.1","21.1","7.1",,
"USC00209014","WILLIS 5 SSW, MI US","1971-11","300.8","4","3","-13.9","25","51.0","9.9","21.1","682.2","40.4","143","3.2","8.8","-2.4",,
"USC00209014","WILLIS 5 SSW, MI US","1971-12","300.8","5","1","-14.4","25","25.0","35.6","18.9","1239.8","108.1","72","0.4","5.0","-4.3",,
"USC00209014","WILLIS 5 SSW, MI US","1972-01","0.0","15","4","-26.1","51","64.0","7.4","11.1","1968.9","31.3","217","-5.2","-0.3","-10.0",,
"USC00209014","WILLIS 5 SSW, MI US","1972-02","0.0","16","5","-24.4","102","76.0","5.6","8.3","2651.1","19.9","228","-5.2","-0.1","-10.3",,
"USC00209014","WILLIS 5 SSW, MI US","1972-03","0.0","1","2","-15.0","25","25.0","17.8","21.7","3216.6","53.3","99","0.1","5.6","-5.4",,
"USC00209014","WILLIS 5 SSW, MI US","1972-04","0.0","0","2","-10.6","0","25.0","25.4","23.9","3564.6","101.2","50","6.7","13.1","0.4",,
"USC00209014","WILLIS 5 SSW, MI US","1972-05","7.8","0","0","-1.1","0","0.0","26.4","30.0","3677.1","84.3","0","14.9","22.1","7.8",,
"USC00209014","WILLIS 5 SSW, MI US","1972-06","44.3","0","0","0.6","0","0.0","96.8","31.1","3737.6","138.1","0","17.5","23.8","11.3",,
"USC00209014","WILLIS 5 SSW, MI US","1972-07","152.4","0","0","5.6","0","0.0","16.0","33.9","19.4","59.5","0","21.2","27.6","14.8",,
"USC00209014","WILLIS 5 SSW, MI US","1972-08","222.8","0","0","4.4","0","0.0","36.6","30.6","45.8","82.4","0","19.8","26.0","13.5",,
"USC00209014","WILLIS 5 SSW, MI US","1972-09","244.8","0","0","2.8","0","0.0","32.3","29.4","124.7","126.0","0","16.4","22.3","10.5",,
"USC00209014","WILLIS 5 SSW, MI US","1972-10","244.8","0","0","-8.3","0","0.0","15.5","24.4","445.0","55.3","0","8.0","13.8","2.2",,
"USC00209014","WILLIS 5 SSW, MI US","1972-11","244.8","5","3","-6.1","76","76.0","20.6","21.7","913.7","94.1","160","2.7","5.6","-0.1",,
"USC00209014","WILLIS 5 SSW, MI US","1972-12","244.8","20","6","-16.7","76","89.0","20.8","13.3","1539.7","68.3","294","-1.9","1.4","-5.1",,
"USC00209014","WILLIS 5 SSW, MI US","1973-01","0.0","4","1","-15.0","25","30.0","19.3","15.0","2183.0","41.7","38","-2.4","1.9","-6.7",,
"USC00209014","WILLIS 5 SSW, MI US","1973-02","0.0","19","8","-25.0","152","76.0","4.6","11.1","2825.5","22.9","445","-4.6","0.3","-9.6",,
"USC00209014","WILLIS 5 SSW, MI US","1973-03","0.0","6","1","-7.2","178","178.0","24.6","20.0","3220.5","103.3","191","5.6","10.3","0.9",,
"USC00209014","WILLIS 5 SSW, MI US","1973-04","0.3","0","0","-6.1","0","0.0","11.4","25.0","3509.4","31.2","0","8.7","14.2","3.2",,
"USC00209014","WILLIS 5 SSW, MI US","1973-05","0.9","0","0","-2.2","0","0.0","21.8","24.4","3690.0","115.1","0","12.5","18.0","7.0",,
"USC00209014","WILLIS 5 SSW, MI US","1973-06","76.6","0","0","10.6","0","0.0","44.7","32.8","3694.5","115.4","0","20.7","26.4","15.0",,
"USC00209014","WILLIS 5 SSW, MI US","1973-07","179.3","0","0","8.3","0","0.0","41.1","32.2","2.0","107.3","0","21.6","27.7","15.4",,
"USC00209014","WILLIS 5 SSW, MI US","1973-08","281.9","0","0","6.7","0","0.0","25.7","34.4","12.3","54.5","0","21.3","27.9","14.7",,
"USC00209014","WILLIS 5 SSW, MI US","1973-09","319.4","0","0","0.0","0","0.0","35.8","33.3","101.7","60.0","0","16.6","23.9","9.3",,
"USC00209014","WILLIS 5 SSW, MI US","1973-10","321.0","0","0","-4.4","0","0.0","12.7","25.6","290.0","53.4","0","12.3","19.1","5.6",,
"USC00209014","WILLIS 5 SSW, MI US","1973-11","321.0","0","0","-8.3","0","8.0","33.0","18.9","701.8","79.7","8","4.6","9.8","-0.6",,
"USC00209014","WILLIS 5 SSW, MI US","1973-12","321.0","20","4","-15.6","254","127.0","18.0","14.4","1345.2","80.1","364","-2.4","1.1","-5.9",,
"USC00209014","WILLIS 5 SSW, MI US","1974-01","0.0","22","5","-25.0","203","64.0","20.8","13.3","2039.4","68.9","242","-4.1","0.7","-8.8",,
"USC00209014","WILLIS 5 SSW, MI US","1974-02","0.0","18","4","-21.7","152","89.0","21.3","11.7","2707.1","46.4","229","-5.5","-0.5","-10.5",,
"USC00209014","WILLIS 5 SSW, MI US","1974-03","0.0","2","4","-17.2","25","51.0","18.8","19.4","3227.3","98.4","139","1.6","6.0","-2.9",,
"USC00209014","WILLIS 5 SSW, MI US","1974-04","2.5","0","1","-5.6","0","25.0","22.9","26.7","3512.4","73.3","25","8.9","15.5","2.4",,
"USC00209014","WILLIS 5 SSW, MI US","1974-05","8.6","0","0","-3.9","0","0.0","24.9","28.3","3699.3","103.7","0","12.5","18.2","6.8",,
"USC00209014","WILLIS 5 SSW, MI US","1974-06","50.2","0","0","7.2","0","0.0","29.0","29.4","3740.7","78.0","0","18.3","24.5","12.2",,
"USC00209014","WILLIS 5 SSW, MI US","1974-07","153.9","0","0","6.1","0","0.0","17.8","35.0","5.6","22.7","0","21.5","29.1","13.9",,
"USC00209014","WILLIS 5 SSW, MI US","1974-08","229.7","0","0","7.2","0","0.0","27.7","31.1","10.3","58.8","0","20.6","27.4","13.9",,
"USC00209014","WILLIS 5 SSW, MI US","1974-09","243.0","0","0","-3.3","0","0.0","27.7","29.4","146.0","60.8","0","14.3","21.7","6.8",,
"USC00209014","WILLIS 5 SSW, MI US","1974-10","244.4","0","0","-10.6","0","0.0","8.4","25.0","437.0","20.7","0","9.0","16.5","1.4",,
"USC00209014","WILLIS 5 SSW, MI US","1974-11","244.4","5","3","-11.7","127","102.0","31.0","23.9","867.3","79.7","173","4.0","8.7","-0.7",,
"USC00209014","WILLIS 5 SSW, MI US","1974-12","244.4","31","7","-18.9","457","457.0","53.6","4.4","1524.6","103.6","775","-2.9","0.6","-6.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-01","0.0","11","2","-12.8","102","51.0","29.7","11.7","1955.6","71.0","89","-2.5","0.6","-5.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-02","0.0","11","6","-11.1","203","89.0","17.5","7.2","2564.9","57.3","337","-2.7","0.8","-6.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-03","0.0","21","4","-14.4","254","64.0","6.4","20.6","3241.4","22.0","211","-3.5","1.5","-8.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-04","12.2","0","0","-5.6","0","0.0","21.8","29.4","3478.8","50.3","0","10.5","16.4","4.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-05","19.9","0","0","0.0","0","0.0","10.7","27.2","3613.8","57.1","0","14.2","19.7","8.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-06","70.3","0","0","8.3","0","0.0","35.8","30.6","3634.4","149.7","0","19.4","25.6","13.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-07","171.0","0","0","7.2","0","0.0","56.1","32.2","5.9","119.5","0","21.4","28.0","14.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-08","275.4","0","0","11.7","0","0.0","21.6","31.1","5.9","65.9","0","21.7","27.7","15.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-09","332.9","0","0","4.4","0","0.0","21.6","36.7","32.9","26.5","0","19.4","25.9","12.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-10","334.0","0","0","-4.4","0","0.0","39.4","26.1","254.6","58.7","0","11.2","17.5","4.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-11","334.0","0","0","-6.7","0","8.0","6.6","17.8","601.0","32.7","8","5.0","10.1","-0.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1960-12","334.0","15","3","-24.4","127","76.0","3.0","11.1","1307.6","8.6","165","-5.2","-0.1","-10.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-01","0.0","19","2","-20.0","102","51.0","2.8","11.1","1973.5","4.6","97","-5.6","-1.1","-10.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-02","0.0","11","2","-21.7","152","51.0","19.3","12.2","2454.7","55.7","102","-0.5","4.9","-5.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-05",,"0","0","0.0","0","0.0","19.1","27.2",,"55.1","0","13.5","19.8","7.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-06",,"0","0","8.3","0","0.0","38.6","33.3",,"94.9","0","19.6","26.2","13.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-07",,"0","0","10.0","0","0.0","15.2","33.9","2.5","40.8","0","22.7","28.6","16.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-08",,"0","0","9.4","0","0.0","23.1","31.7","4.7","107.5","0","22.0","27.7","16.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-09",,"0","0","-1.7","0","0.0","39.6","31.1","40.6","120.6","0","20.5","26.2","14.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-10",,"0","0","1.1","0","0.0","17.3","26.7","215.8","45.3","0","12.8","18.6","6.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-11",,"0","0","-6.1","0","0.0","36.8","23.3","599.0","72.8","0","5.3","10.2","0.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1961-12",,"9","1","-23.3","25","25.0","6.1","14.4","1228.1","21.3","59","-2.0","1.7","-5.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-01","0.0","20","1","-21.1","51","51.0","14.5","5.6","1970.6","37.6","103","-5.6","-1.3","-9.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-02","0.0","19","6","-17.8","254","102.0","11.7","9.4","2583.0","48.8","434","-4.4","-0.6","-8.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-03","0.0","15","3","-17.8","127","51.0","6.4","23.9","3097.7","16.7","101","1.7","6.3","-2.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-04","9.5","0","0","-7.2","0","0.0","7.9","28.9","3381.8","25.0","0","8.8","15.6","2.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-05","97.0","0","0","3.9","0","0.0","16.5","33.3","3441.8","43.4","0","19.2","25.5","12.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-06","197.2","0","0","5.6","0","0.0","26.7","35.0","3452.3","109.9","0","21.5","28.6","14.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-07","306.0","0","0","10.0","0","0.0","32.8","33.9","1.0","101.5","0","21.8","27.9","15.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-08","416.6","0","0","9.4","0","0.0","29.0","33.3","1.3","77.3","0","21.9","28.2","15.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-09","451.8","0","0","2.8","0","0.0","40.1","30.0","83.0","87.6","0","16.8","22.3","11.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-10","459.6","0","0","-3.9","0","0.0","19.1","27.8","256.7","53.1","0","13.0","18.4","7.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-11","459.6","0","0","-3.9","0","0.0","7.6","15.6","662.0","24.3","0","4.8","8.8","0.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1962-12","459.6","26","4","-18.3","254","127.0","10.7","16.1","1291.8","23.7","335","-2.7","1.5","-7.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-01","0.0","31","3","-25.6","178","76.0","5.8","5.0","2107.5","12.1","185","-8.0","-4.3","-11.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-02","0.0","27","3","-20.0","152","76.0","3.3","7.8","2790.4","7.6","160","-6.1","-1.1","-11.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-03","0.6","1","1","-11.1","25","25.0","16.0","25.0","3244.0","57.2","61","3.3","8.8","-2.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-04","2.8","0","0","-4.4","0","0.0","21.3","27.2","3473.5","73.8","0","10.5","17.4","3.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-05","12.8","0","0","-1.7","0","0.0","23.1","31.1","3602.9","66.2","0","14.5","21.1","7.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-06","122.2","0","0","3.3","0","0.0","24.4","35.0","3615.6","35.6","0","22.0","29.4","14.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-07","275.5","0","0","9.4","0","0.0","32.0","35.6","4.1","39.6","0","23.1","29.6","16.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-08","358.1","0","0","6.1","0","0.0","18.3","31.7","16.3","31.8","0","20.6","26.6","14.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-09","382.6","0","0","3.9","0","0.0","12.7","30.0","75.5","29.2","0","17.2","23.8","10.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-10","406.6","0","0","0.0","0","0.0","12.2","31.7","148.9","15.0","0","16.7","23.8","9.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-11","406.6","0","0","-3.3","0","0.0","11.7","18.3","484.3","37.6","0","7.1","11.2","3.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1963-12","406.6","20","2","-20.6","102","102.0","7.6","11.7","1204.0","22.1","158","-4.9","-1.3","-8.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-01","0.0","17","1","-18.3","127","51.0","16.8","11.1","1819.7","37.0","82","-1.5","2.5","-5.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-03",,"5","5","-11.1","152","203.0","16.3","18.9",,"55.9","432","2.5","7.8","-2.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-04",,"0","1","-7.8","0","25.0","33.0","28.3",,"132.9","25","10.2","16.1","4.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-05",,"0","0","2.8","0","0.0","34.3","32.2",,"57.5","0","18.0","24.2","11.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-06",,"0","0","6.1","0","0.0","35.3","36.1",,"75.1","0","21.8","28.3","15.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-07",,"0","0","10.6","0","0.0","20.6","35.6","1.4","70.6","0","23.9","30.3","17.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-08",,"0","0","5.6","0","0.0","26.4","35.6","34.7","88.1","0","19.7","25.6","13.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-09",,"0","0",,"0","0.0","14.0",,,"30.1","0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-10",,"0","0","-2.2","0","0.0","1.5","26.7",,"1.5","0","11.1","17.3","4.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-11",,"0","0","-11.7","0","0.0","6.4","23.3",,"19.4","0","7.2","12.3","2.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1964-12",,"11","3","-15.0","102","43.0","8.4","13.3",,"41.0","134","-2.1","1.5","-5.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-01","0.0","13","3","-19.4","102","107.0","15.5","15.0",,"78.2","201","-4.3","-0.5","-8.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-02","0.0","9","2","-19.4","178","165.0","23.6","11.7",,"49.8","221","-4.1","0.3","-8.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-03","0.0","5","2","-12.2","76","41.0","17.0","7.2",,"67.3","66","-1.4","1.9","-4.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-05",,"0","0","4.4","0","0.0","23.1","30.0",,"50.8","0","17.9","24.7","11.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-06",,"0","0","4.4","0","0.0","36.3","33.3",,"60.4","0","20.2","26.7","13.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-07",,"0","0","8.9","0","0.0","12.2","32.2","8.6","31.2","0","21.1","27.4","14.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-08",,"0","0","4.4","0","0.0","28.2","35.6","32.9","104.8","0","20.3","25.7","14.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-09",,"0","0","1.7","0","0.0","14.0","31.7","82.6","52.1","0","18.6","24.3","13.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1965-10",,"0","0","-4.4","0","0.0","22.6","26.7","322.3","71.7","0","10.3","15.3","5.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-01","0.0","18","2","-21.1","25","38.0","4.1","8.3",,"10.5","79","-6.0","-2.2","-9.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-02","0.0","3","0","-18.9","25","0.0","9.7","15.6",,"14.3","0","-1.7","2.1","-5.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-03","0.0","1","0","-8.3","25","13.0","15.2","20.6",,"57.9","13","4.3","9.4","-0.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-04","2.0","0","0","-2.2","0","13.0","16.3","25.0",,"72.7","13","8.0","12.9","3.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-05","18.2","0","0","-2.8","0","0.0","42.7","31.7",,"43.7","0","13.4","19.5","7.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-06",,"0","0",,"0","0.0","24.4",,,"75.3","0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-07",,"0","0","12.2","0","0.0","21.1","38.9","0.0","39.2","0","24.8","31.8","17.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-08",,"0","0","10.6","0","0.0","32.3","32.8","4.7","84.7","0","21.6","27.5","15.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-09",,"0","0","5.6","0","0.0","36.6","31.1","70.5","66.8","0","17.7","22.9","12.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-10",,"0","0",,"0","0.0","10.9",,,"25.1","0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-11",,"9","5","-4.4","254","191.0","19.1","18.9",,"77.4","406","6.3","10.0","2.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1966-12",,"22","3","-15.0","152","152.0","24.4","17.2",,"113.3","384","-2.2","0.9","-5.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-01","0.0","31","4","-21.1","483","356.0","40.4","15.0",,"63.3","529","-1.9","1.6","-5.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-02","0.0","28","7","-19.4","406","127.0","15.5","8.9",,"35.1","316","-5.3","-0.9","-9.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-03","0.0","18","2","-16.7","178","114.0","11.9","22.2",,"22.1","193","2.0","6.8","-2.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-04","0.5",,,"-4.4",,,"18.0","24.4",,"80.4",,"9.9","15.6","4.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-05","4.7","0","0","0.6","0","0.0","13.0","27.8",,"25.5","0","13.3","19.1","7.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-06","135.2","0","0","9.4","0","0.0","45.2","33.3",,"157.5","0","22.6","28.1","17.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-07","257.3","0","0","9.4","0","0.0","40.9","31.1","8.0","84.1","0","22.0","27.6","16.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-08","336.1","0","0","7.8","0","0.0","15.5","30.0","17.2","48.0","0","20.6","26.4","14.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-09","373.2","0","0","2.2","0","0.0","25.1","29.4","90.8","50.5","0","17.1","23.2","11.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-10","384.9","0","0","0.6","0","0.0","22.4","28.9","288.5","94.6","0","11.8","16.7","6.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-11","384.9","0","0","-9.4","0","0.0","14.5","14.4","752.6","67.2","0","2.9","6.1","-0.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1967-12","384.9","7","2","-13.9","51","51.0","54.6","15.6","1265.2","125.5","76","0.6","4.2","-2.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-01","0.0","23","3","-20.0","127","89.0","9.9","7.8","1973.7","42.9","165","-4.5","-0.7","-8.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-02","0.0","4","1","-18.9","25","25.0","34.8","12.2","2625.1","51.6","46","-4.1","0.7","-8.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-03","0.0","4","2","-13.3","203","203.0","20.3","22.8","3053.3","57.1","267","4.5","10.0","-0.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-04","0.0","0","0","-2.2","0","0.0","8.9","24.4","3270.3","19.9","0","11.1","16.8","5.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-05","5.9","0","0","1.7","0","0.0","65.0","28.9","3404.5","143.5","0","14.2","19.6","8.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-06","92.0","0","0","9.4","0","0.0","83.6","33.3","3421.2","214.8","0","20.8","26.2","15.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-07","229.1","0","0","9.4","0","0.0","50.5","32.8","5.5","114.5","0","22.6","28.2","17.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-08","383.1","0","0","8.9","0","0.0","47.2","33.9","13.9","99.2","0","23.0","28.5","17.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-09","437.7","0","0","7.2","0","0.0","26.2","29.4","49.8","77.0","0","19.0","23.9","14.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-10","451.6","0","0","0.0","0","0.0","8.6","27.2","243.9","22.0","0","12.5","17.4","7.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-11","451.6","0","0","-4.4","0","0.0","23.6","22.8","629.9","77.7","0","5.5","9.3","1.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1968-12","451.6",,"2","-17.8",,"30.0","27.9","10.6","1263.1","76.5","94","-2.1","1.2","-5.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-01","0.0",,"1","-19.4",,"84.0","14.2","11.1","1953.5","69.9","123","-3.9","-0.5","-7.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-02","0.0","0","1","-11.7","0","43.0","3.0","6.1","2507.8","4.1","46","-1.5","1.9","-4.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-03","0.0","0","1","-12.2","0","43.0","15.7","19.4","3016.4","37.4","46","1.9","7.0","-3.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-04","0.6","0","0","-1.1","0","0.0","25.1","25.6","3245.0","110.6","0","10.7","16.6","4.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-05","34.6","0","0","2.8","0","0.0","29.7","31.7","3362.2","89.3","0","15.6","21.7","9.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-06","88.8","0","0","4.4","0","0.0","19.6","33.9","3412.5","113.7","0","18.5","24.1","12.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-07","235.9","0","0","13.3","0","0.0","33.3","33.3","0.1","153.1","0","23.1","28.4","17.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-08","395.4","0","0","12.2","0","0.0","32.5","32.8","0.1","49.6","0","23.5","29.5","17.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-09","453.0","0","0","6.1","0","0.0","8.4","31.7","46.0","25.9","0","18.7","24.1","13.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-10","453.9","0","0","-5.0","0","0.0","12.2","25.6","250.4","48.1","0","11.8","16.8","6.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-11","453.9","5","1","-8.9","51","38.0","24.6","14.4","664.2","70.5","67","4.5","8.5","0.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1969-12","453.9",,"2","-13.3",,"86.0","8.6","6.7","1278.2","36.2","238","-1.5","1.7","-4.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-01","0.0",,"8","-21.7",,"76.0","9.4","9.4","2050.6","31.8","405","-6.6","-2.1","-11.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-02","0.0",,"3","-19.4",,"102.0","8.9","10.6","2654.9","22.0","220","-3.2","1.9","-8.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-03","0.0",,"1","-12.2",,"56.0","29.2","12.2","3193.4","66.4","102","1.0","5.7","-3.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-04","10.5",,"1","-2.8",,"71.0","24.6","28.3","3445.8","62.1","71","10.3","15.9","4.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-05","51.9","0","0","-0.6","0","0.0","31.8","29.4","3521.9","91.2","0","17.2","23.6","10.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-06","145.9","0","0","8.9","0","0.0","35.1","33.3","3537.9","93.0","0","20.9","26.3","15.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-07","299.8","0","0","10.0","0","0.0","27.4","33.3","3.3","120.5","0","23.2","27.9","18.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-08","445.6","0","0","11.7","0","0.0","16.3","31.7","3.3","44.5","0","23.0","28.2","17.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-09","506.5","0","0","2.8","0","0.0","14.2","31.1","47.8","67.6","0","18.9","24.1","13.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-10","513.4","0","0","-0.6","0","0.0","24.6","26.7","204.0","75.9","0","13.5","18.4","8.7",,
